ranking,SEQ_ORGAO,NOMEDAVARA,SEQ_ORGAO_PAI,GRAU_ORGAO,SEQ_CIDADE,DSC_CIDADE,SIG_UF,COD_IBGE,DSC_TIP_ORGAO,TIP_ESFERA_JUSTICA,INT_ORDEM_ORGAO,LATITUDE,LONGITUDE,CAPITAL,qtd_processos,tempo_medio_proc,tempo_entre_movs,cluster_processual_mais_comum,cluster_unidade,procs_em_alerta,ranking,pontuacao_unidade
1228.0,33715,DUQUE DE CAXIAS - 3ª VARA DO TRABALHO,13197.0,GRA1T,1616.0,duque de caxias,RJ,3301702.0,Varas Trabalhistas,T,,-22.791983,-43.3046867,0,146,1928.150684931507,271.4509197860712,3,3,23,1228.0,-3433.0401194969722
1229.0,18903,2ª VARA DO TRABALHO DE MARÍLIA,13211.0,GRA1T,2928.0,marilia,SP,3529005.0,Varas Trabalhistas,T,2.0,-22.222144,-49.93872,0,255,1058.7647058823532,165.94463541066838,3,1,19,1229.0,-3407.574915239492
1230.0,18940,6ª VARA DO TRABALHO DE RIBEIRÃO PRETO,13211.0,GRA1T,4126.0,ribeirao preto,SP,3543402.0,Varas Trabalhistas,T,6.0,-21.201335,-47.771688,0,475,1146.76,118.01266513550077,3,1,30,1230.0,-3402.9859893097705
1231.0,27633,6ª VT DE BRASÍLIA,13206.0,GRA1T,743.0,brasilia,DF,5300108.0,Varas Trabalhistas,T,6.0,-15.7495766,-47.8956373,1,1237,1052.8852061438963,103.44209907969208,3,1,115,1231.0,-3362.206798045076
1232.0,33791,RIO DE JANEIRO - 45ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,137,1988.3065693430656,265.75947006846366,3,3,20,1232.0,-3347.0915775314043
1233.0,33827,RIO DE JANEIRO - 78ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9109123,-43.1857715,1,112,1842.607142857143,428.16451851235365,1,3,16,1233.0,-3307.3066582108386
1234.0,30382,VARA DO TRABALHO DE MACHADINHO D'OESTE/RO,13210.0,GRA1T,2807.0,machadinho d'oeste,RO,1100130.0,Varas Trabalhistas,T,,-9.2431064,-62.002233,0,254,919.1574803149606,35.498508860867524,1,1,40,1234.0,-3253.0252313608753
1235.0,20833,3ª VARA DO TRABALHO DE CAMPO GRANDE,13220.0,GRA1T,959.0,campo grande,MS,5002704.0,Varas Trabalhistas,T,3.0,-20.47,-54.61,1,1617,852.8194186765616,194.69359068686958,1,1,202,1235.0,-3236.2847160173746
1236.0,33835,SÃO GONÇALO - 1ª VARA DO TRABALHO,13197.0,GRA1T,4609.0,sao goncalo,RJ,3304904.0,Varas Trabalhistas,T,0.0,-22.8270525,-43.0529628,0,183,1963.568306010929,245.5258382303122,1,3,30,1236.0,-3231.276458871415
1237.0,20350,VARA DO TRABALHO DE IVAIPORÃ,13205.0,GRA1T,2426.0,ivaipora,PR,4111506.0,Varas Trabalhistas,T,,-24.249585,-51.675176,0,200,1117.485,186.7081202145328,3,1,11,1237.0,-3210.0793730802
1238.0,30011,8ª VARA DO TRABALHO DE SÃO PAULO - ZONA SUL,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,8.0,-23.651746,-46.726139,1,63,1449.6825396825398,32.69437716285735,1,1,0,1238.0,-3164.082688018898
1239.0,33793,RIO DE JANEIRO - 47ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,175,1838.5257142857145,264.4664917360231,1,3,35,1239.0,-3142.533840640291
1240.0,27801,Núcleo de Apoio à Execução,13207.0,GRA1T,2850.0,manaus,AM,1302603.0,Varas Trabalhistas,T,,-3.1189228,-60.0215183,1,414,695.4516908212561,16.779293842581712,1,1,97,1240.0,-3126.3141181591295
1241.0,33792,RIO DE JANEIRO - 46ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,115,1731.695652173913,319.03869437494365,1,3,25,1241.0,-3122.761131391295
1242.0,27827,Vara do Trabalho de Parintins,13207.0,GRA1T,3569.0,parintins,AM,1303403.0,Varas Trabalhistas,T,,-2.6377762,-56.7295262,0,344,724.1162790697673,203.7034706794629,1,1,59,1242.0,-3116.5871399960806
1243.0,30402,3ª VARA DO TRABALHO DE RIO BRANCO/AC,13210.0,GRA1T,4140.0,rio branco,AC,1200401.0,Varas Trabalhistas,T,3.0,-9.9757477,-67.8100811,1,1403,1057.3321454027084,72.7704761603823,1,1,151,1243.0,-3085.5127449025786
1244.0,33760,RIO DE JANEIRO - 17ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,151,1894.3245033112585,248.58527691176758,1,3,29,1244.0,-3076.8065018180773
1245.0,33849,VOLTA REDONDA - 3ª VARA DO TRABALHO,13197.0,GRA1T,5484.0,volta redonda,RJ,3306305.0,Varas Trabalhistas,T,,-22.5042591,-44.0945087,0,138,1081.5217391304348,129.74794518094768,1,1,12,1245.0,-3056.450431067201
1246.0,29920,21ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,21.0,-23.522675,-46.661457,1,182,2059.478021978022,447.24473992284516,3,3,15,1246.0,-3004.5966985914997
1247.0,18906,2ª VARA DO TRABALHO DE PRESIDENTE PRUDENTE,13211.0,GRA1T,3982.0,presidente prudente,SP,3541406.0,Varas Trabalhistas,T,2.0,-22.132096,-51.3971,0,482,1084.3983402489628,53.33511783732211,3,1,54,1247.0,-2980.1999899276134
1248.0,46915,1ª GRAMADO,13200.0,GRA1T,1934.0,gramado,RS,4309100.0,Varas Trabalhistas,T,1.0,-29.3606,-50.8524,0,167,1803.0299401197608,682.7157471894137,1,3,15,1248.0,-2975.8588166720347
1249.0,45186,GABINETE DA MINISTRA MARIA CRISTINA IRIGOYEN PEDUZZI,13221.0,GABIM,,,,,Gabinete de Ministro,S,,-15.81,-47.46,1,239,1068.1297071129707,70.34930292320617,3,1,27,1249.0,-2969.059619071932
1250.0,22262,1ª VARA DO TRABALHO DE GUARAPARI,13213.0,GRA1T,1996.0,guarapari,ES,3202405.0,Varas Trabalhistas,T,1.0,-20.644042,-40.483186,0,1573,1224.4488239033694,104.44897679045715,3,1,81,1250.0,-2913.5116319626964
1251.0,33797,RIO DE JANEIRO - 50ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,106,1162.0754716981132,68.21800435227334,1,1,9,1251.0,-2905.094405535513
1252.0,27639,12ª VT DE BRASÍLIA,13206.0,GRA1T,743.0,brasilia,DF,5300108.0,Varas Trabalhistas,T,12.0,-15.7495772,-47.8956379,1,1312,1051.1958841463415,57.79586934070842,1,1,159,1252.0,-2880.285783816698
1253.0,27772,9ª Vara do Trabalho de Manaus,13207.0,GRA1T,2850.0,manaus,AM,1302603.0,Varas Trabalhistas,T,9.0,-3.1189228,-60.0215183,1,1438,824.1585535465925,162.59113864688342,1,1,226,1253.0,-2876.685155912719
1254.0,33843,SÃO JOÃO DE MERITI - 3ª VARA DO TRABALHO,13197.0,GRA1T,4645.0,sao joao de meriti,RJ,3305109.0,Varas Trabalhistas,T,,-22.8360602,-43.366595,0,76,995.3421052631579,63.72597930415642,1,1,11,1254.0,-2840.326596317711
1255.0,33802,RIO DE JANEIRO - 55ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,88,1971.0795454545453,186.3332267204694,1,3,18,1255.0,-2812.420523507266
1256.0,20814,1ª VARA DO TRABALHO DE BATAGUASSU,13220.0,GRA1T,551.0,bataguassu,MS,5001904.0,Varas Trabalhistas,T,1.0,-21.72,-52.43,0,910,704.9857142857143,175.27959273805092,1,1,180,1256.0,-2806.069442521692
1257.0,18781,VARA DO TRABALHO DE AMPARO,13211.0,GRA1T,203.0,amparo,SP,3501905.0,Varas Trabalhistas,T,,-22.705433,-46.769319,0,137,1235.6496350364964,59.78809941703406,3,1,9,1257.0,-2800.65102099385
1258.0,20301,1ª VARA DO TRABALHO DE ARAUCÁRIA,13205.0,GRA1T,354.0,araucaria,PR,4101804.0,Varas Trabalhistas,T,1.0,-25.584327,-49.4080103,0,332,2028.3885542168673,386.57139053100235,3,3,40,1258.0,-2748.835415997317
1259.0,27628,1ª VT DE BRASÍLIA,13206.0,GRA1T,743.0,brasilia,DF,5300108.0,Varas Trabalhistas,T,1.0,-15.7495761,-47.8956368,1,1271,1122.7442958300549,97.24334976445697,1,1,116,1259.0,-2730.6219789733887
1260.0,33788,RIO DE JANEIRO - 42ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,136,1951.463235294117,326.5249002411154,3,3,23,1260.0,-2724.9655706269177
1261.0,20368,VARA DO TRABALHO DE NOVA ESPERANÇA,13205.0,GRA1T,3277.0,nova esperanca,PR,4116901.0,Varas Trabalhistas,T,,-23.179257,-52.206634,0,133,1133.812030075188,120.31763735400688,3,1,11,1261.0,-2703.311458042343
1262.0,29915,16ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,16.0,-23.522675,-46.661457,1,123,1263.8292682926829,86.86005720132465,1,1,6,1262.0,-2670.9583053090423
1263.0,29919,20ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,20.0,-23.522675,-46.661457,1,206,1923.752427184466,492.7790145388912,3,3,26,1263.0,-2613.4905618150647
1264.0,33714,DUQUE DE CAXIAS - 2ª VARA DO TRABALHO,13197.0,GRA1T,1616.0,duque de caxias,RJ,3301702.0,Varas Trabalhistas,T,,-22.791983,-43.3046867,0,107,2002.4859813084115,353.0879579349307,1,3,16,1264.0,-2588.923403981613
1265.0,27644,17ª VT DE BRASÍLIA,13206.0,GRA1T,743.0,brasilia,DF,5300108.0,Varas Trabalhistas,T,17.0,-15.7495777,-47.8956384,1,1509,1162.9231278992709,88.96248777494759,3,1,127,1265.0,-2588.4105778912003
1266.0,46976,2ª RIO GRANDE,13200.0,GRA1T,4170.0,rio grande,RS,4315602.0,Varas Trabalhistas,T,2.0,-32.0411,-52.1024,0,232,2102.5905172413795,405.60952024533026,1,3,22,1266.0,-2573.8775471555655
1267.0,18905,2ª VARA DO TRABALHO DE PIRACICABA,13211.0,GRA1T,3779.0,piracicaba,SP,3538709.0,Varas Trabalhistas,T,2.0,-22.669448,-47.676222,0,491,1106.539714867617,166.78611589371295,3,1,39,1267.0,-2568.5912533559062
1268.0,18886,12ª VARA DO TRABALHO DE CAMPINAS,13211.0,GRA1T,939.0,campinas,SP,3509502.0,Varas Trabalhistas,T,12.0,-22.901565,-47.046718,0,539,1327.4155844155846,86.84419093281609,3,1,15,1268.0,-2518.1174505389745
1269.0,33811,RIO DE JANEIRO - 63ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,197,1937.8324873096449,428.24062361775736,1,3,30,1269.0,-2464.385543664477
1270.0,18892,2ª VARA DO TRABALHO DE ASSIS,13211.0,GRA1T,404.0,assis,SP,3504008.0,Varas Trabalhistas,T,2.0,-22.652775,-50.39277,0,269,1319.903345724907,62.89831509560232,3,1,11,1270.0,-2444.7225423648897
1271.0,20300,VARA DO TRABALHO DE ARAPONGAS,13205.0,GRA1T,330.0,arapongas,PR,4101507.0,Varas Trabalhistas,T,,-23.548549,-51.451851,0,303,1945.7458745874587,469.7287305516925,1,3,41,1271.0,-2422.7343958513497
1272.0,33719,DUQUE DE CAXIAS - 7ª VARA DO TRABALHO,13197.0,GRA1T,1616.0,duque de caxias,RJ,3301702.0,Varas Trabalhistas,T,,-22.791983,-43.3046867,0,139,1911.2949640287768,427.5318152768463,3,3,23,1272.0,-2422.673583171157
1273.0,18936,5ª VARA DO TRABALHO DE RIBEIRÃO PRETO,13211.0,GRA1T,4126.0,ribeirao preto,SP,3543402.0,Varas Trabalhistas,T,5.0,-21.201335,-47.771688,0,413,1271.639225181598,80.98259750422041,3,1,22,1273.0,-2416.846807407353
1274.0,19603,3ª VARA DO TRABALHO DE SÃO LUÍS,13212.0,GRA1T,4752.0,sao luis,MA,2111300.0,Varas Trabalhistas,T,3.0,-2.5409516,-44.2893091,1,2162,1033.3108233117484,156.45973436969732,1,1,236,1274.0,-2408.3371590504034
1275.0,20381,VARA DO TRABALHO DE PORECATU,13205.0,GRA1T,3887.0,porecatu,PR,4120002.0,Varas Trabalhistas,T,,-22.453,-51.22431,0,401,1246.5162094763093,155.38055728764812,3,1,14,1275.0,-2339.095805966256
1276.0,47070,GABINETE ROBERTO ANTONIO CARVALHO ZONTA,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,1,2429.0,93.42307692307692,3,3,0,1276.0,-2323.739165642277
1277.0,46898,2ª Caxias do Sul,13200.0,GRA1T,1190.0,caxias do sul,RS,4305108.0,Varas Trabalhistas,T,2.0,-29.1014,-51.1037,0,398,1984.922110552764,506.2868693304865,1,3,44,1277.0,-2320.8260638189004
1278.0,30396,VARA DO TRABALHO DE CRUZEIRO DO SUL/AC,13210.0,GRA1T,1465.0,cruzeiro do sul,AC,1200203.0,Varas Trabalhistas,T,,-7.3307216,-72.3505158,0,417,1254.1630695443644,100.42654752722198,1,1,23,1278.0,-2294.545052383622
1279.0,33729,NILÓPOLIS - 1ª VARA DO TRABALHO,13197.0,GRA1T,3226.0,nilopolis,RJ,3303203.0,Varas Trabalhistas,T,,-22.8165708,-43.4131761,0,69,1959.2608695652173,380.39826893892194,3,3,12,1279.0,-2293.4307432924306
1280.0,30400,1ª VARA DO TRABALHO DE RIO BRANCO/AC,13210.0,GRA1T,4140.0,rio branco,AC,1200401.0,Varas Trabalhistas,T,1.0,-9.9757477,-67.8100811,1,1909,1219.1162912519646,60.035692953881856,1,1,157,1280.0,-2292.817455443483
1281.0,30306,VARA DO TRABALHO DE PICOS,13218.0,GRA1T,3725.0,picos,PI,2208007.0,Varas Trabalhistas,T,,-7.079152,-41.427518,0,1294,1143.4134466769706,153.00508268227526,2,1,102,1281.0,-2237.8307504165296
1282.0,19602,2ª VARA DO TRABALHO DE SÃO LUÍS,13212.0,GRA1T,4752.0,sao luis,MA,2111300.0,Varas Trabalhistas,T,2.0,-2.5409516,-44.2893091,1,2509,1150.7720207253885,74.07243417438448,1,1,258,1282.0,-2213.2894039161138
1283.0,30404,VARA DO TRABALHO DE SENA MADUREIRA/AC,13210.0,GRA1T,4902.0,sena madureira,AC,1200500.0,Varas Trabalhistas,T,,-9.041796,-68.392996,0,700,1084.0214285714285,72.23634748336045,1,1,97,1283.0,-2208.8757126554433
1284.0,18832,VARA DO TRABALHO DE PIRASSUNUNGA,13211.0,GRA1T,3802.0,pirassununga,SP,3539301.0,Varas Trabalhistas,T,,-21.998434,-47.445657,0,140,1272.6785714285713,98.4350560615219,1,1,7,1284.0,-2206.246075891001
1285.0,33850,1ª TURMA,13197.0,GRA2T,4155.0,rio de janeiro,RJ,3304557.0,Gabinete de Desembargador do Trabalho,T,1.0,-22.9088492,-43.175185,1,369,1767.2710027100268,882.1758516099428,3,3,19,1285.0,-2150.497453023383
1286.0,18885,11ª VARA DO TRABALHO DE CAMPINAS,13211.0,GRA1T,939.0,campinas,SP,3509502.0,Varas Trabalhistas,T,11.0,-22.901565,-47.046718,0,466,1215.618025751073,113.61412645922816,3,1,33,1286.0,-2113.31677346403
1287.0,29977,78ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,78.0,-23.522675,-46.661457,1,118,2150.906779661017,486.58424445023763,3,3,7,1287.0,-2037.9161107568866
1288.0,18889,2ª VARA DO TRABALHO DE AMERICANA,13211.0,GRA1T,195.0,americana,SP,3501608.0,Varas Trabalhistas,T,2.0,-22.750581,-47.303993,0,303,1349.2904290429042,53.35693233838367,1,1,12,1288.0,-2031.2848574632185
1289.0,33838,SÃO GONÇALO - 4ª VARA DO TRABALHO,13197.0,GRA1T,4609.0,sao goncalo,RJ,3304904.0,Varas Trabalhistas,T,,-22.827011,-43.050856,0,114,2093.5,311.86743526312625,1,3,19,1289.0,-2008.5481485631585
1290.0,18838,VARA DO TRABALHO DE SALTO,13211.0,GRA1T,4269.0,salto,SP,3545209.0,Varas Trabalhistas,T,,-23.208632,-47.293204,0,233,1293.343347639485,49.18031813202418,1,1,16,1290.0,-2000.2514604035273
1291.0,76599,13ª VARA DO TRABALHO DE NATAL,13217.0,GRA1T,3201.0,natal,RN,2408102.0,Varas Trabalhistas,T,13.0,-5.8271737,-35.2170276,1,472,1381.0296610169491,17.92287919602606,1,1,20,1291.0,-1977.7394394144162
1292.0,20386,3ª VARA DO TRABALHO DE SÃO JOSÉ DOS PINHAIS,13205.0,GRA1T,4739.0,sao jose dos pinhais,PR,4125506.0,Varas Trabalhistas,T,3.0,-25.517716,-49.201499,0,341,1183.0058651026393,225.2058490767643,3,1,13,1292.0,-1969.4085925022728
1293.0,33868,GAB DES. ANGELO GALVÃO ZAMORANO,13197.0,GRA2T,4155.0,rio de janeiro,RJ,3304557.0,Gabinete de Desembargador do Trabalho,T,,-22.9088492,-43.175185,1,42,2526.142857142857,187.9277869106685,3,3,1,1293.0,-1959.8242511079343
1294.0,20371,2ª VARA DO TRABALHO DE PARANAGUÁ,13205.0,GRA1T,3544.0,paranagua,PR,4118204.0,Varas Trabalhistas,T,2.0,-25.524348,-48.523945,0,272,1105.5147058823532,199.4638008167286,3,1,24,1294.0,-1954.0451668378746
1295.0,18882,10ª CÂMARA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,10.0,-22.906412,-47.057964,0,151,2332.470198675497,352.1336788388128,3,3,6,1295.0,-1944.026313429868
1296.0,29951,52ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,52.0,-23.522675,-46.661457,1,200,2066.92,589.5376744875138,3,3,11,1296.0,-1876.3390810773114
1297.0,20580,Gabinete da Desembargadora Graziela Leite Colares,13204.0,GRA2T,572.0,belem,PA,1501402.0,Gabinete de Desembargador do Trabalho,T,0.0,-1.4383166666667,-48.486861111111,1,18,2666.777777777778,91.21361314801615,3,3,0,1297.0,-1873.0084610719186
1298.0,30381,2ª VARA DO TRABALHO DE JI-PARANA/RO,13210.0,GRA1T,2549.0,ji-parana,RO,1100122.0,Varas Trabalhistas,T,2.0,-10.8806497,-61.9667619,0,804,1049.926616915423,108.81995878813649,1,1,127,1298.0,-1870.507981349725
1299.0,18783,VARA DO TRABALHO DE APARECIDA,13211.0,GRA1T,265.0,aparecida,SP,3502507.0,Varas Trabalhistas,T,,-22.833488,-45.220566,0,139,1303.5971223021586,45.52835116903341,3,1,10,1299.0,-1812.4878365864345
1300.0,33769,RIO DE JANEIRO - 25ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,169,2076.5384615384614,365.2465028295739,1,3,28,1300.0,-1797.1328441692706
1301.0,47051,GABINETE LEONARDO MEURER BRASIL,13200.0,GRA2T,3897.0,porto alegre,RS,4314902.0,Gabinete de Desembargador do Trabalho,T,,-30.0255,-51.1338,1,6,-277.8333333333333,-181.79408369408367,0,0,2,1301.0,-1768.209750098454
1302.0,19601,1ª VARA DO TRABALHO DE SÃO LUÍS,13212.0,GRA1T,4752.0,sao luis,MA,2111300.0,Varas Trabalhistas,T,1.0,-2.5409516,-44.2893091,1,2458,1169.8250610252235,119.70342221583924,1,1,238,1302.0,-1723.7606508304548
1303.0,30389,5ª VARA DO TRABALHO DE PORTO VELHO/RO,13210.0,GRA1T,3927.0,porto velho,RO,1100205.0,Varas Trabalhistas,T,5.0,-8.7672981,-63.9043215,1,1266,1242.6548183254345,76.56309217978797,1,1,112,1303.0,-1706.543515202047
1304.0,18752,PRESIDÊNCIA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,0.0,-22.906412,-47.057964,0,326,1579.3711656441715,656.6932795306262,3,3,91,1304.0,-1672.8069237088614
1305.0,29934,35ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,35.0,-23.522675,-46.661457,1,241,2012.9751037344397,519.0171536179615,3,3,31,1305.0,-1663.1460259971611
1306.0,33798,RIO DE JANEIRO - 51ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,83,2175.89156626506,136.20928577970628,1,3,21,1306.0,-1633.0559118355766
1307.0,30399,VARA DO TRABALHO DE PLÁCIDO DE CASTRO/AC,13210.0,GRA1T,3823.0,placido de castro,AC,1200385.0,Varas Trabalhistas,T,,-10.1843096,-67.114993,0,254,1117.7007874015746,103.18752957105629,1,1,39,1307.0,-1610.861540446775
1308.0,18844,VARA DO TRABALHO DE SÃO ROQUE,13211.0,GRA1T,4823.0,sao roque,SP,3550605.0,Varas Trabalhistas,T,,-23.522086,-47.138923,0,409,1296.3422982885083,96.7044574374638,3,1,23,1308.0,-1567.5973539603392
1309.0,18927,4ª VARA DO TRABALHO DE BAURU,13211.0,GRA1T,557.0,bauru,SP,3506003.0,Varas Trabalhistas,T,4.0,-22.321258,-49.042847,0,261,1291.065134099617,88.40594760635801,3,1,17,1309.0,-1550.0328251161882
1310.0,18825,VARA DO TRABALHO DE OLÍMPIA,13211.0,GRA1T,3398.0,olimpia,SP,3533908.0,Varas Trabalhistas,T,,-20.743063,-48.913207,0,174,1121.5057471264367,170.60077398753143,1,1,21,1310.0,-1508.2623848702506
1311.0,33733,NITERÓI - 4ª VARA DO TRABALHO,13197.0,GRA1T,3233.0,niteroi,RJ,3303302.0,Varas Trabalhistas,T,,-22.8937168,-43.1234831,0,153,2088.3529411764707,297.32355299432794,1,3,35,1311.0,-1492.7560226616924
1312.0,33744,NOVA IGUAÇU - 5ª VARA DO TRABALHO,13197.0,GRA1T,3292.0,nova iguacu,RJ,3303500.0,Varas Trabalhistas,T,,-22.7554277,-43.4501174,0,156,2218.602564102564,219.64622947809605,1,3,31,1312.0,-1485.0617101426546
1313.0,18811,VARA DO TRABALHO DE ITÁPOLIS,13211.0,GRA1T,2361.0,itapolis,SP,3522703.0,Varas Trabalhistas,T,,-21.592919,-48.815864,0,397,1379.5415617128465,43.78732703162813,3,1,16,1313.0,-1484.8071146639707
1314.0,33689,ARARUAMA - 1ª VARA DO TRABALHO,13197.0,GRA1T,346.0,araruama,RJ,3300209.0,Varas Trabalhistas,T,,-22.8768176,-42.3431003,0,88,1933.409090909091,497.5538577272879,1,3,18,1314.0,-1482.4528147448323
1315.0,46917,1ª GRAVATAÍ,13200.0,GRA1T,1944.0,gravatai,RS,4309209.0,Varas Trabalhistas,T,1.0,-29.9387,-51.0236,0,255,2202.541176470588,410.86091991441253,3,3,24,1315.0,-1480.452230750518
1316.0,27826,Vara do Trabalho de Manacapuru,13207.0,GRA1T,2846.0,manacapuru,AM,1302504.0,Varas Trabalhistas,T,,-3.2897192,-60.6319066,0,464,971.478448275862,273.98463262969744,3,1,69,1316.0,-1474.1700884525005
1317.0,30394,VARA DO TRABALHO DE VILHENA/RO,13210.0,GRA1T,5457.0,vilhena,RO,1100304.0,Varas Trabalhistas,T,,-12.4130848,-60.0601493,0,1387,1166.9192501802452,139.1369195097043,1,1,148,1317.0,-1469.2689093158654
1318.0,20305,VARA DO TRABALHO DE BANDEIRANTES,13205.0,GRA1T,475.0,bandeirantes,PR,4102406.0,Varas Trabalhistas,T,,-23.109248,-50.374002,0,219,1252.429223744292,156.5186381654386,3,1,11,1318.0,-1457.1163148260591
1319.0,29958,59ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,59.0,-23.522675,-46.661457,1,184,1935.820652173913,593.3361634354573,3,3,28,1319.0,-1399.7933355708155
1320.0,45238,SECRETARIA DO TRIBUNAL,13221.0,GABIM,,,,,Gabinete de Ministro,S,,,,1,3,1785.333333333333,418.8,3,3,1,1320.0,-1396.0827095108314
1321.0,18855,1ª CÂMARA,13211.0,GRA2T,939.0,campinas,SP,3509502.0,Gabinete de Desembargador do Trabalho,T,1.0,-22.906412,-47.057964,0,183,2491.8852459016393,234.64648559728002,3,3,5,1321.0,-1381.9299889950003
1322.0,20375,2ª VARA DO TRABALHO DE PATO BRANCO,13205.0,GRA1T,3600.0,pato branco,PR,4118501.0,Varas Trabalhistas,T,2.0,-26.224079,-52.679748,0,111,2370.081081081081,205.2698904841401,3,3,14,1322.0,-1368.0218747057654
1323.0,71248,GABINETE DA DESEMBARGADORA CONVOCADA MARIA DAS GRAÇAS SILVANY DOURADO LARANJEIRA,13221.0,GABIM,,,,,Gabinete de Ministro,S,,,,1,14,-862.9285714285713,-21.11254199944952,0,0,2,1323.0,-1361.7586517767202
1324.0,47002,3ª Sapiranga,13200.0,GRA1T,4869.0,sapiranga,RS,4319901.0,Varas Trabalhistas,T,3.0,-29.3821,-51.0029,0,220,2139.640909090909,421.51447211339547,3,3,30,1324.0,-1346.5699236631226
1325.0,33821,RIO DE JANEIRO - 72ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9109123,-43.1857715,1,129,1236.7674418604652,96.0956867252718,1,1,14,1325.0,-1318.7505455093856
1326.0,29939,40ª VARA DO TRABALHO DE SÃO PAULO,13198.0,GRA1T,4795.0,sao paulo,SP,3550308.0,Varas Trabalhistas,T,40.0,-23.522675,-46.661457,1,201,1714.4925373134326,606.1599942227386,3,3,62,1326.0,-1245.810577329755
1327.0,33768,RIO DE JANEIRO - 24ª VARA DO TRABALHO,13197.0,GRA1T,4155.0,rio de janeiro,RJ,3304557.0,Varas Trabalhistas,T,,-22.9115075,-43.1848734,1,158,2131.962025316456,335.94860876546863,3,3,34,1327.0,-1217.9895831686215
1328.0,30094,4ª VARA DO TRABALHO DE SANTOS,13198.0,GRA1T,4522.0,santos,SP,3548500.0,Varas Trabalhistas,T,4.0,-23.939225,-46.324903,0,168,1866.994047619048,731.9356566968886,1,3,21,1328.0,-1190.6826815540207
1329.0,30092,2ª VARA DO TRABALHO DE SANTOS,13198.0,GRA1T,4522.0,santos,SP,3548500.0,Varas Trabalhistas,T,2.0,-23.939225,-46.324903,0,113,1757.2035398230096,680.5443214650255,3,3,30,1329.0,-1070.310695631809
1330.0,30047,2ª VARA DO TRABALHO DE GUARUJÁ,13198.0,GRA1T,2010.0,guaruja,SP,3518701.0,Varas Trabalhistas,T,2.0,-23.992729,-46.257431,0,176,1435.409090909091,785.4646644238546,3,3,78,1330.0,-1013.6580014746116
