codigo,descricao
10036,Penalidades Disciplinares
10037,Colisão de Horário
10038,Vestibular
10039,Mensalidades
10040,Currículo Escolar
10041,Ingresso no Curso Superior
10042,Jubilamento de Aluno
10043,Criação e/ou Autorização para funcionamento de Curso Superior
10044,Omissão de Entrega de Notas
10045,Diplomas/Certificado de Conclusão do Curso
10046,Financiamento Privado da Educação e/ou Pesquisa
10047,Residência Médica
10048,Provão - Avaliação da Educação Superior
10049,Sistemas de cotas - Lei 10.558/2002
10050,Pós-Graduação
10051,Ensino Fundamental e Médio
10052,Mensalidade
10053,Matrícula
10054,Material Didático
10055,Exame Nacional de Ensino Médio / ENEM
10056,Penalidades Disciplinares
10057,Transferência
10058,Ensino Especial
10059,Exame Supletivo
10060,Merenda
10061,Transporte
10062,Educação Pré-escolar
10063,Educação Profissionalizante
10064,Saúde
10065,Repasse de Verbas do SUS
10066,Reajuste da Tabela do SUS
10067,Convênio Médico com o SUS
10069,Tratamento Médico-Hospitalar e/ou Fornecimento de Medicamentos
10070,Ressarcimento ao SUS
10071,Genética / Células Tronco
10072,Sistema Nacional do Desporto
10073,Concessão / Permissão / Autorização
10074,Fornecimento de Gás
10075,Energia Elétrica
10076,Transporte Terrestre
10077,Transporte Aéreo - Aeroporto
10078,Radiodifusão
10079,Loterias/Sorteio
10080,Telefonia
10081,Transporte Aquaviário
10082,Serviço Postal
10083,"Tabelionatos, Registros, Cartórios"
10084,Jogos de Bingo e/ou Caça-níqueis
10085,Água e/ou Esgoto
10086,Recolhimento e Tratamento de Lixo
10087,Defensoria Pública
10088,Domínio Público
10089,Bens Públicos
10090,Locação / Permissão / Concessão / Autorização / Cessão de Uso
10091,Terreno de Marinha
10092,Taxa de Ocupação
10093,Foro / Laudêmio
10094,Terras Devolutas
10095,Águas Públicas
10096,Bloqueio de Valores de Contas Públicas
10097,Imóvel Funcional
10098,Alienação
10099,Ocupação
10100,Reintegração de Posse
10101,Taxa de Ocupação
10102,Terras Indígenas
10103,Terreno Aldeado
10104,Restituição de área - FUNAI
10105,Demarcação
10106,Recursos Minerais
10107,Espaço Aéreo
10108,Patrimônio Histórico / Tombamento
10109,Ordenação da Cidade / Plano Diretor
10110,Meio Ambiente
10111,Revogação/Concessão de Licença Ambiental
10112,Revogação/Anulação de multa ambiental
10113,Flora
10114,Fauna
10115,Transgênicos
10116,Agrotóxicos
10118,Unidade de Conservação da Natureza
10119,Gestão de Florestas Públicas
10120,Intervenção do Estado na Propriedade
10121,Desapropriação
10122,Desapropriação por Utilidade Pública / DL 3.365/1941
10123,Desapropriação por Interesse Social Comum / L 4.132/1962
10124,Desapropriação por Interesse Social para Reforma Agrária
10125,Desapropriação Indireta
10126,Retrocessão
10127,Vistoria
10128,Servidão Administrativa
10129,Ocupação Temporária
10130,Limitação Administrativa
10131,Privatização
10132,Restituição de área
10133,Direito de Preempção
10134,Desapropriação de Imóvel Urbano
10135,Requisição de Bem Particular
10136,Intervenção no Domínio Econômico
10137,Política de Preço Mínimo
10138,Controle de Preços
10139,Controle de Abastecimento
10140,Importações
10141,Desembaraço Aduaneiro
10142,Regime ou Certificado de Origem MERCOSUL
10143,Veículo de Turista Comunitário MERCOSUL
10144,Incentivo
10145,PROAGRO
10146,Proteção à Livre Concorrência
10147,Venda Casada
10148,Preços Predatórios
10149,Acordo de Exclusividade
10150,Cartel
10151,Atos de Concentração
10153,Moeda Estrangeira
10154,Expurgos Inflacionários / Planos Econômicos
10155,Cruzados Novos / Bloqueio
10156,Poupança
10157,Organização Político-administrativa / Administração Pública
10158,FGTS/Fundo de Garantia por Tempo de Serviço
10159,Atualização de Conta
10160,Liberação de Conta
10161,Juros Progressivos
10162,Localização de Contas
10163,PIS/PASEP
10164,Atualização de Conta
10165,Liberação de Conta
10166,Conselhos Regionais de Fiscalização Profissional e Afins
10167,Registro Profissional
10168,Multas e demais Sanções
10169,Questões Funcionais
10170,Exame da Ordem OAB
10171,Eleições
10172,Anuidades OAB
10173,Exercício Profissional
10174,Instituições Financeiras
10175,Liberação de Depósitos de Instituição Liquidanda
10176,Normatizações
10177,Remuneração de Ativos Retidos
10178,Cooperativas de Crédito
10179,Liquidação extrajudicial
10180,Fundo de Participação dos Municípios
10181,Seguro desemprego
10182,Dívida Pública Mobiliária
10183,Apólices da Dívida Pública
10184,Títulos da Dívida Pública
10185,Títulos da Dívida Agrária
10186,Agentes Políticos
10187,Magistratura
10188,Remuneração
10189,Afastamento
10190,Processo Disciplinar / Sindicância
10191,Aposentadoria
10192,Promoção
10193,Remoção
10194,Ministério Público
10195,Remuneração
10196,Afastamento
10197,Processo Disciplinar / Sindicância
10198,Aposentadoria
10199,Promoção
10200,Remoção
10201,Prefeito
10202,Afastamento do Cargo
10203,Remuneração
10204,Recondução
10205,Prestação de Contas
10206,Indisponibilidade de Bens
10207,Governador
10208,Afastamento do Cargo
10209,Remuneração
10210,Recondução
10211,Prestação de Contas
10212,Indisponibilidade de Bens
10213,Parlamentares
10214,Remuneração
10215,Afastamento do Cargo
10216,Recondução
10217,Prestação de Contas
10218,Indisponibilidade de Bens
10219,Servidor Público Civil
10220,Regime Estatutário
10221,Isonomia/Equivalência Salarial
10222,Estabilidade
10223,Enquadramento
10224,Recondução
10225,Acumulação de Cargos
10226,Reintegração
10227,Direito de Greve
10228,Transferência
10229,Remoção
10230,Regime Previdenciário
10231,Anistia Administrativa
10232,Reversão
10233,Redistribuição
10234,Disponibilidade / Aproveitamento
10235,Lotação
10236,Promoção / Ascensão
10237,Readaptação
10238,Estágio Probatório
10239,Nomeação
10240,Posse e Exercício
10241,Exoneração
10243,Complementação de Benefício/Ferroviário
10244,Assistência à Saúde
10245,Assistência Pré-escolar
10246,Auxílio-Natalidade
10247,Auxílio-Reclusão
10248,Auxílio-Funeral
10249,Salário-Família
10250,Pensão
10251,Provisória
10252,Concessão
10253,Restabelecimento
10254,Aposentadoria
10255,Invalidez Permanente
10256,Compulsória
10257,Voluntária
10258,Licenças / Afastamentos
10259,Dirigente Sindical
10260,Licença Capacitação (Aperfeiçoamento Profissional)
10261,Licença-Prêmio
10262,Doença em Pessoa da Família
10263,Tratamento da Própria Saúde
10264,Gestante / Adotante / Paternidade
10265,Interesse Particular
10266,Serviço Militar
10267,Atividade Política
10268,Casamento
10269,Luto
10270,Amamentação
10271,Doação de Sangue
10272,Alistamento / Serviço Eleitoral
10273,Acompanhamento de Cônjuge ou Companheiro
10274,Exercício em Outro Município
10275,Licença por Acidente em Serviço
10276,Tempo de Serviço
10277,Averbação / Contagem de Tempo Especial
10278,Averbação / Contagem Recíproca
10279,Processo Administrativo Disciplinar ou Sindicância
10280,Demissão ou Exoneração
10281,Advertência
10282,Suspensão
10283,Responsabilidade Civil do Servidor Público / Indenização ao Erário
10286,Programa de Desligamento Voluntário (PDV)
10287,Jornada de Trabalho
10288,Sistema Remuneratório e Benefícios
10289,Gratificações da Lei 8.112/1990
10290,Gratificação de Incentivo
10291,Adicional de Insalubridade
10292,Adicional de Periculosidade
10293,Adicional de Fronteira
10294,Abono Pecuniário (Art. 78 Lei 8.112/1990)
10295,Gratificação Incorporada / Quintos e Décimos / VPNI
10296,Descontos Indevidos
10297,Teto Salarial
10298,Diárias e Outras Indenizações
10299,Plano de Classificação de Cargos
10300,Data Base
10301,Férias
10302,Adicional por Tempo de Serviço
10303,Adicional de Horas Extras
10304,Auxílio-Alimentação
10305,Gratificações de Atividade
10306,Auxílio-transporte
10307,"Revisão Geral Anual (Mora do Executivo - inciso X, art. 37, CF 1988)"
10308,Adicional de Serviço Noturno
10309,Adicional de Produtividade
10310,Gratificação Natalina/13º salário
10311,Irredutibilidade de Vencimentos
10312,Piso Salarial
10313,"Reajustes de Remuneração, Proventos ou Pensão"
10314,Índice da URV fev/1989
10315,"Índice de 84,32% março/1990"
10316,Índice de 45% Lei 8.237/1991
10317,"Índice de 28,86% Lei 8.622/1993 e 8.627/1993"
10318,Índice da URV Lei 8.880/1994
10319,Reajuste da Lei 8.270/1991
10320,Índice do IPC junho/1987
10321,"Índice de 10,87% Lei 10.192/2001"
10322,"Índice de 47,94% Lei 8.676/1993"
10323,Inclusão de Dependente
10324,Militar
10325,Regime
10326,Ingresso e Concurso
10327,Curso de Formação
10328,Reintegração
10329,Estabilidade
10330,Anistia Política
10331,"Adidos, Agregados e Adjuntos"
10332,Serviço Militar Obrigatório
10333,Ex-combatentes
10334,Promoção
10335,Serviço Militar dos Profissionais da Saúde
10336,Corpo Feminino
10337,Sistema Remuneratório e Benefícios
10338,Gratificações e Adicionais
10339,Férias
10340,Indenizações Regulares
10341,Isonomia
10342,"Reajuste de Remuneração, Soldo, Proventos ou Pensão"
10343,"Índice de 28,86% LL 8.622/1993 e 8.627/1993"
10344,Índice da URV Lei 8.880/1994
10345,Índice do IPC  junho/1987
10346,"Índice de 84,32% IPC março/1990"
10347,Índice da URP abril e maio/1988 DL 2.425/1988
10349,Reforma
10350,Licenças
10351,Agregação
10352,Reserva Remunerada
10353,Transferência ex-officio para reserva
10354,Tempo de Serviço
10355,Transferência para reserva
10356,Assistência Médico-Hospitalar
10357,Licença Prêmio
10358,Licenciamento
10359,Pensão
10360,Concessão
10361,Restabelecimento
10362,Provisória
10363,Processo Administrativo Disciplinar / Sindicância
10364,Advertência / Repreensão
10365,Impedimento / Detenção / Prisão
10366,Licenciamento / Exclusão
10367,Suspensão
10370,Concurso Público / Edital
10371,Reserva de Vagas para Deficientes
10372,Inscrição / Documentação
10373,Limite de Idade
10374,Exigência de Prática Forense
10375,Prova de Títulos
10376,Exame de Saúde e/ou Aptidão Física
10377,Curso de Formação
10378,Exame Psicotécnico / Psiquiátrico
10379,Anulação e Correção de Provas / Questões
10380,Escolaridade
10381,Classificação e/ou Preterição
10382,Anulação
10383,Prazo de Validade
10384,Condições Especiais para Prestação de Prova
10385,Licitações 
10386,Modalidade / Limite / Dispensa / Inexigibilidade
10387,Habilitação / Registro Cadastral / Julgamento / Homologação
10388,Edital
10389,Revogação
10390,Sanções Administrativas
10391,Recursos Administrativos
10392,Convênio
10393,Adjudicação
10394,Dívida Ativa não-tributária
10395,Multas e demais Sanções
10396,Ambiental
10397,Sanitárias
10398,Metrológica
10399,Profissional
10400,Segurança e/ou Medicina do Trabalho
10401,Taxa de Ocupação / Laudêmio / Foro
10402,Cessão de créditos não-tributários
10403,Organização Sindical
10404,Contribuição Sindical
10405,Eleições Sindicais
10406,Registro Sindical
10407,Dilação e Extensão de Base Territorial
10408,Filiação
10409,Empregado Público / Temporário
10410,Contrato Temporário de Mão de Obra L 8.745/1993
10411,Admissão / Permanência / Despedida
10412,Comissão Parlamentar de Inquérito - CPI
10413,Quebra de Sigilo Bancário / Fiscal / Telefônico
10414,Criação / Instalação / Prosseguimento / Encerramento
10415,Limites dos Poderes de Investigação
10416,Limites do Objeto
10417,Sistema Nacional de Trânsito
10418,CNH - Carteira Nacional de Habilitação
10419,Liberação de Veículo Apreendido
10420,Licenciamento de Veículo
10421,Contratos Administrativos
10422,Pagamento Atrasado / Correção Monetária
10423,Anulação
10424,Suspensão
10425,Rescisão
10426,Prorrogação
10427,Termo Aditivo
10428,Penalidades
10429,Execução Contratual
10430,Equilíbrio Financeiro
10431,Responsabilidade Civil
10432,Coisas
10433,Indenização por Dano Moral
10434,Erro Médico
10435,Acidente de Trânsito
10436,Lei de Imprensa
10437,Direito de Imagem
10438,Dano Ambiental
10439,Indenização por Dano Material
10440,Erro Médico
10441,Acidente de Trânsito
10442,Lei de Imprensa
10443,Direito de Imagem
10444,Posse
10445,Esbulho / Turbação / Ameaça
10446,Imissão
10447,Aquisição
10448,Propriedade
10449,Perda da Propriedade
10450,Adjudicação Compulsória
10451,Divisão e Demarcação
10452,Reivindicação
10453,Retificação de Área de Imóvel
10454,Alienação Judicial
10455,Aquisição
10456,Acessão
10457,Usucapião Especial (Constitucional)
10458,Usucapião Extraordinária
10459,Usucapião Ordinária
10460,Usucapião Especial Coletiva
10461,Direito de Vizinhança
10462,Condomínio
10463,Condomínio em Edifício
10464,Administração
10465,Alteração de Coisa Comum
10466,Assembléia
10467,Despesas Condominiais
10468,Direitos / Deveres do Condômino
10469,Vaga de garagem
10470,Incorporação Imobiliária
10480,Propriedade Resolúvel
10481,Propriedade Fiduciária
10482,Enfiteuse
10483,Servidão
10484,Usufruto
10485,Superfície
10486,Uso
10487,Habitação
10488,Penhor
10489,Rural - Agrícola/Pecuário
10490,Industrial / Mercantil
10491,Direitos e Títulos de Crédito
10492,Veículos
10493,Legal
10494,Hipoteca
10495,Anticrese
10496,Promessa de Compra e Venda
10497,Subsídios
10499,Programa de Computador
10500,Usucapião da L 6.969/1981
10501,Crédito Rural
10502,Indenização por Dano Material
10503,Erro Médico
10504,Acidente de Trânsito
10505,Variação Cambial
10508,Maus Tratos
10509,Exposição ou Abandono de Recém Nascido
10512,Responsabilidade Civil do Militar - Indenização ao Erário
10514,Utilização de Embrião Humano em Desacordo com a Legislação
10515,"Prática de engenharia genética em célula germinal, zigoto ou embrião humanos"
10516,Clonagem Humana
10523,Despenalização / Descriminalização
10527,Livros / Jornais / Periódicos
10528,Entidades Sem Fins Lucrativos
10529,Partidos Políticos
10530,Imunidade Recíproca
10531,ICMS / Incidência Sobre o Ativo Fixo
10532,Incidência sobre Auxílio-condução
10533,Incidência sobre Auxílio-creche
10534,Taxa de Limpeza Pública
10535,Taxa de Iluminação Pública
10536,Taxa de Coleta de Lixo
10537,Taxa de Prevenção e Combate a Incêndio
10538,Taxa de Licenciamento de Estabelecimento
10539,Capacidade Tributária
10540,Competência Tributária
10543,Depósito Judicial
10544,Constitucionalidade do artigo 4º da LC 118/05
10545,Constitucionalidade do artigo 46 da Lei 8212/91
10546,Suspensão
10547,Interrupção
10548,Decretação de Ofício
10549,Arquivamento Administrativo - Crédito de Pequeno Valor
10550,Despacho de Citação
10551,Constitucionalidade do artigo 45 da Lei 8212/91
10556,Exclusão - ICMS
10557,Exclusão - IPI
10558,Exclusão - Receitas Provenientes de Exportação
10559,Cálculo de ICMS &quot;por dentro&quot;
10560,Quebra de Sigilo Bancário
10561,PIS - Importação
10562,COFINS - Importação
10563,Compensação de Prejuízo
10564,Contribuição Sindical Rural
10565,Contribuição Sindical Rural
10567,Aposentadoria por Invalidez Acidentária
10568,Prescrição
10569,Rural
10570,FGTS
10571,Acidente de Trabalho
10572,Termo de Adesão da LC 110/2001
10573,Prisão Civil
10577,Relações de Parentesco
10581,Turno Ininterrupto de Revezamento
10582,Rescisão / Resolução
10585,Capitalização / Anatocismo
10586,Limitação de Juros
10587,Proteção da Intimidade e Sigilo de Dados
10588,Vícios de Construção
10589,Juros Compensatórios
10590,Resgate de Contribuição
10591,Inclusão de Dependente
10592,Desconto em folha de pagamento
10593,Remuneração Mínima
10595,Multa
10596,Auxílio-invalidez
10598,Cobrança indevida de ligações 
10599,Quesitos
10600,Impedimento
10601,Suspeição
10602,Condicional do processo
10603,Parcelamento de crédito tributário
10604,Investigação Penal
10605,Competência do MP
10606,Cerceamento de Defesa
10607,Quebra do Sigilo Bancário
10608,Quebra do Sigilo Fiscal
10609,Quebra do Sigilo Telefônico
10610,Trancamento
10612,Tipicidade
10613,Excludentes
10614,Abolitio Criminis
10615,Princípio da Insignificância
10616,Legítima Defesa
10617,Estado de Necessidade
10618,Estrito Cumprimento do Dever Legal
10619,Inexigibilidade de Conduta Diversa
10620,Parte Geral
10621,Aplicação da Pena
10622,Extinção da Punibilidade
10623,Prescrição
10624,Perdão
10625,Anistia
10626,Indulto
10627,Pagamento ou Parcelamento do Crédito Tributário
10628,Substituição da Pena
10630,Transação
10631,Desaforamento
10632,Prisão Temporária
10633,Regime inicial
10634,Suspensão condicional da pena
10635,Progressão de Regime
10636,Livramento condicional
10637,Remição
10638,Acumulação de Proventos
10640,Prisão Decorrente de Sentença Condenatória
10641,Penas do Código Penal Militar
10642,Efeitos da Condenação
10643,Perda da Função Pública
10644,Perda de Bens e Valores
10645,Controle de Constitucionalidade
10646,Inconstitucionalidade Material
10647,Processo Legislativo
10651,Competência dos Juizados Especiais
10652,Competência da Justiça do Trabalho
10653,Competência da Justiça Federal
10654,Competência da Justiça Estadual
10655,Honorários Advocatícios
10656,Honorários Advocatícios em Execução Contra a Fazenda Pública
10657,Honorários Advocatícios em FGTS 
10658,Custas
10659,Suspeição
10660,Impedimento
10661,Incidência sobre Abono de Permanência
10662,Abono de Permanência
10666,Regularidade Formal
10667,Gratificações Estaduais Específicas
10668,Fac-símile
10669,Protocolo Integrado / Descentralizado
10670,Obrigação de Entregar
10671,Obrigação de Fazer / Não Fazer
10672,Precatório
10673,Requisição de Pequeno Valor - RPV
10675,Quinto Constitucional
10676,Imissão na Posse
10677,Busca e Apreensão
10678,Sequestro de Verbas Públicas
10679,Fracionamento
10680,Crédito Complementar
10681,Aposentadoria / Pensão Especial
10683,Fato Superveniente ao Término do Prazo para Impugnação
10684,Juros
10685,Correção Monetária
10686,Multa Cominatória / Astreintes
10687,Taxa SELIC
10688,Medidas Sócio-educativas
10689,Correção da Tabela
10690,IPMF - Imposto Provisório sobre Movimentação Financeira
10691,Questão Prejudicial
10692,Tribunal de Contas
10693,Cargo em Comissão
10695,Categorias Especiais de Servidor Público
10696,Professor
10697,Procuradores de Órgãos / Entidades Públicos
10698,Serventuários da Justiça
10699,Extensão de Vantagem aos Inativos
10700,Contagem em Dobro
10701,Pagamento em Pecúnia
10702,"Índice de 3,17%"
10703,"Índice de 11,98%"
10705,Subteto Salarial
10706,Gratificações Municipais Específicas
10707,Gratificação de Encargos Especiais - GEE
10708,Gratificação de Estímulo à Produção Individual - GEPI
10709,Gratificação Estadual - AM
10710,Adicional de Etapa Alimentar
10711,Gratificação de Suporte às Atividades Escolares - GSAE
10712,Gratificação por Trabalho Educacional - GTE
10713,Gratificação de Suporte Administrativo - GASA
10714,Gratificação-Prêmio
10715,Gratificação Complementar de Vencimento
10718,Gratificações Por Atividades Específicas
10719,Gratificação de Desempenho de Atividade Técnico Administrativa - GDATA
10720,Gratificação de Desempenho de Atividade Tributária - GDAT
10721,Gratificação de Desempenho de Atividade de Fiscalização Agropecuária - GDAFA
10722,Gratificação de Desempenho de Atividade Jurídica - GDAJ
10723,Gratificação de Atividade - GATA
10724,Gratificação de Incentivo à Docência - GID
10725,Gratificação de Produção Suplementar - GPS
10726,Gratificação Eleitoral
10727,Gratificação de Inatividade
10728,Gratificação Extraordinária - GE
10729,Gratificação de Desempenho de Função - GADF
10730,Adicional de Desempenho
10731,Adicional de Sexta-Parte
10732,Verba de Representação
10733,Extensão de Vantagem aos Inativos
10734,Nulidade - Não Observância da Reserva de Plenário
10735,Ausência de Interesse Processual
10736,Legitimidade para a Causa
10737,Ausência de Pressupostos de Constituição e Desenvolvimento 
10738,Sobrestamento
10739,DIREITO ELEITORAL E PROCESSO ELEITORAL DO STF
10740,Partido Político
10741,Criação do Partido Político
10743,Registro do Partido Político
10744,Extinção do Partido Político
10745,Filiação partidária
10746,Convenção para escolha de candidatos
10747,Inscrição fraudulenta 
10748,Calúnia
10749,Difamação
10750,Injúria
10751,Captação ilícita de votos ou corrupção eleitoral
10752,Aliciamento eleitoral
10753,Falso eleitoral
10754,Desobediência à determinações da Justiça Eleitoral
10755,Boca de urna
10756,Indução à inscrição indevida
10757,Fidelidade partidária
10760,Plebiscito
10762,Referendo popular
10763,Eleição
10764,Sistema Majoritário / Proporcional
10765,Número de vagas
10766,Eleitor
10767,Registro da candidatura
10768,Campanha Eleitoral
10769,Pleito
10770,Diplomação
10771,fixação
10772,aumento
10773,redução
10774,Alistamento
10775,Domicílio eleitoral
10776,Isenção do dever eleitoral
10777,Justificação de ausência de voto
10778,Cancelamento da inscrição de eleitor
10779,Desincompatibilização do candidato
10780,Inelegibilidade
10781,Reeleição
10782,Cassação do registro da candidatura
10783,Anistia
10784,Propaganda eleitoral
10785,Direito de resposta
10786,Prestação de contas
10787,Pesquisa eleitoral
10788,Abuso do poder econômico
10789,Abuso do poder político (uso indevido dos meios de comunicação)
10790,Uso de bem público
10791,Sistema eletrônico de votação
10792,Sigilo na votação
10793,Apuração/recontagem de votos
10794,Nulidade da votação
10795,Quociente eleitoral
10796,Transporte em dia de eleição
10797,Boca de urna
10798,Cassação do diploma
10799,Sustação da diplomação
10800,Mandato
10801,Prestação de contas
10802,Declaração de inelegibilidade
10803,Impugnação de mandato eletivo
10804,Perda do mandato
10805,Recondução
10806,Suspensão de mandato
10807,Convocação de suplente
10808,Renúncia
10809,Extinção do mandato
10810,Afastamento do cargo
10811,Cassação de mandato
10812,Por cumulação de cargos
10813,Por condenação criminal
10814,Por suspensão dos direitos políticos
10815,Desordem eleitoral
10816,Falsificação de documento público para fins eleitorais
10817,Uso de documento falso
10818,Obtenção de documento falso
10819,Aliciamento de eleitores
10820,Divulgação de pesquisa de fraudulenta
10821,Impedimento à fiscalização das pesquisas
10822,Publicação de pesquisa irregular
10823,Uso de símbolos governamentais em propaganda eleitoral
10824,Coação eleitoral
10825,Aliciamento violento de eleitores
10826,Aliciamento comercial de eleitores
10827,Ocultação de urna
10830,Motim
10831,Pederastia ou outro ato de libidinagem
10832,Roubo
10833,Estelionato
10834,Incêndio
10835,Peculato
10836,Concussão
10837,Corrupção ativa
10838,Prevaricação
10839,Deserção
10840,Homicídio
10841,Lesões Corporais
10842,Lesão levíssima
10843,Difamação
10844,Injúria
10845,Homicídio simples
10846,Homicídio qualificado
10847,Leve
10848,Grave
10849,Lesões qualificadas pelo resultado
10850,Roubo simples
10851,Roubo qualificado
10852,Latrocínio
10854,Auditores Fiscais
10855,Comissão de Permanência
10856,Prescrição por Médico não vinculado ao SUS
10857,Gratificação de Desempenho de Atividade de Seguridade Social e do Trabalho - GDASST
10858,Gratificação de Desempenho de Atividade de Ciência e Tecnologia - GDACT
10859,Alimentos
10860,Depositário Infiel
10861,Alienação Fiduciária
10862,Proibição de Privilégio Fiscal às Empresas Públicas e Sociedades de Economia Mista
10863,Ausência de Legitimidade para propositura de Ação Civil Pública
10864,Crimes Hediondos
10865,Cerceamento de Defesa
10866,Ausência de Publicidade
10867,Ausência de Fundamentação
10868,Criação / Extinção / Reestruturação de Orgãos ou Cargos Públicos
10869,Parcela Incontroversa
10870,Cancelamento / Duplicidade de CPF
10871,Não Cumulatividade
10872,Nao Cumulatividade
10873,Não Cumulatividade
10874,Não Cumulatividade
10875,Base de Cálculo
10877,Policiais Civis
10878,Especial
10879,Limite de Renda Familiar
10880,Cumprimento Provisório de Sentença
10881,Nepotismo
10883,Fruição / Gozo
10884,Indenização / Terço Constitucional
10885,Liquidação Parcelada
10886,Nulidade do Decreto que autoriza a desapropriação
10887,Ausência de Cobrança Administrativa Prévia
10888,Inscrição Indevida no CADIN
10889,Efeitos da Declaração de Inconstitucionalidade
10890,Vício Formal do Julgamento
10891,Habeas Corpus - Cabimento
10892,Medicamento / Tratamento / Cirurgia de Eficácia não comprovada
10893,Base de Cálculo
10894,Abuso de Poder
10897,Competência dos Juizados Especiais
10898,Competência da Justiça Federal
10899,Competência da Justiça Estadual
10900,Competência por Prerrogativa de Função
10901,Competência por Prerrogativa de Função
10902,Excesso de prazo para instrução / julgamento
10903,Incidência sobre desconto incondicional
10904,Prisão Domiciliar / Especial
10905,Passe livre em transporte
10906,Regressão de Regime
10907,Transferência de Preso
10908,Execução Penal Provisória - Cabimento
10909,"Imunidade em razão de função, ofício ou profissão"
10910,Transferência de Unidade
10912,Medidas Assecuratórias
10913,Indisponibilidade / Seqüestro de Bens
10914,Busca e Apreensão de Bens
10915,Aborto
10917,Aborto provocado pela gestante ou com o seu consentimento
10918,Aborto provocado por terceiro
10919,Aborto qualificado
10921,"Restituição de Criança, Convenção de Haia 1980"
10922,Cobrança de Multa Moratória de Massa Falida
10923,Cobrança de Juros Moratórios de Massa Falida
10924,Depósito Elisivo
10925,Provas
10926,Prova Ilícita
10928,Competência do Órgão Fiscalizador
10930,Município
10931,Criação
10932,Desmembramento
10935,Desclassificação
10936,Guarda com genitor ou responsável no exterior
10938,Citação
10939,Intimação / Notificação
10940,Depoimento
10941,Viagem Nacional
10945,Expurgos Inflacionários / Planos Econômicos
10946,Correção Monetária de Diferenças Pagas em Atraso
10947,Princípio da Seletividade
10948,Violência Doméstica Contra a Mulher
10949,Violência Doméstica Contra a Mulher
10950,Crime / Contravenção contra Criança / Adolescente
10951,Crime / Contravenção contra Idoso
10952,Fato Atípico
10954,Orçamento
10955,Criação de Dotação Orçamentária
10956,Repasse de Duodécimos
10957,Repasse de Verbas Públicas
10958,Crédito Suplementar
10959,Exclusão - Receitas Transferidas a outras Pessoas Jurídicas
10982,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10983,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10984,"""Lavagem"" ou Ocultação de Bens, Direitos ou Valores Oriundos de Corrupção"
10985,Crimes contra a Ordem Tributária praticado por Funcionário Público
10986,Crime contra a administração ambiental
10987,Tráfico Ilícito de Drogas praticado por Funcionário Público
10988,Má gestão
10989,Má -gestão praticada por Prefeitos e Vereadores
10990,Má-gestão praticada por Prefeitos e Vereadores
10991,Corrupção Praticada por Prefeitos e Vereadores
10992,Adulteração de Sinal Identificador de Veículo Automotor por Funcionário Público
10993,Petrechos de Falsificação de Papéis Públicos por Funcionário Público
10994,Petrechos para falsificação de moeda por Funcionário Público
10995,Falsidade ideológica praticada por Funcionário Público
10996,Falsificação de documento Público praticado por Funcionário Público
10997,Falsificação de documento público praticada por Funcionário Público
10998,Falsificação de documento Público praticada por Funcionário Público
10999,Conversão em Agravo Retido
11000,Cobrança de Aluguéis - Sem despejo
11001,Consignação de Chaves
11004,Falsificação do Selo ou Sinal Público Praticado por Funcionário Público
11005,Falsificação de Papéis Públicos Praticado por Funcionário Público
11006,Crime de Desvio e/ou Circulação de Moeda Não Autorizada
11007,Crime de Moeda Falsa Praticado por Funcionário Público
11047,Competência da Justiça Militar da União
11048,Competência da Justiça Militar dos Estados
11049,DIREITO PROCESSUAL PENAL MILITAR
11050,Ação Penal Militar
11051,Correição Parcial
11052,Execução Penal
11053,Jurisdição e Competência
11054,Menagem
11055,Competência da Justiça Militar da União
11056,Competência da Justiça Militar Estadual
11057,Penas restritivas de direitos
11058,Cassação de licença para direção de veículo motorizado
11059,Confisco
11060,Exílio local
11061,Interdição de estabecimento  ou associação
11062,Proibição de frequentar determinados locais
11063,"Suspensão do exercício do posto, graduação, cargo ou função"
11064,Representação do Corregedor
11065,Requerimento da Parte
11066,Nulidade
11067,Irregularidade na composição do Conselho
11068,DIREITO PENAL MILITAR
11069,Crime Culposo
11070,Crime em tempo de guerra
11071,Crime Tentado
11072,Crimes contra a Administração da Justiça Militar
11073,Crimes contra a Administração Militar
11074,Crimes contra a Autoridade ou Disciplina Militar
11075,Crimes contra a Pessoa
11076,Crimes contra a Segurança Externa do País
11077,Crimes contra Incolumidade Pública
11078,Crimes contra o Patrimônio
11079,Crimes contra o Serviço Militar e o Dever Militar
11080,Parte Geral 
11081,Aplicação da Pena
11082,Efeitos da Condenação
11083,Excludentes
11084,Extinção da punibilidade
11085,Livramento Condicional
11086,Penas Acessórias
11087,Suspensão Condicional da Pena
11088,Tipicidade
11089,Abolitio criminis
11090,Princípio da Insignificância
11091,Exclusão das Forças Armadas
11092,Inabilitação para o exercício de Função Pública
11093,Incompatibilidade para o Oficialato
11094,Indignidade para o Oficialato
11095,Perda da Função Pública
11096,Perda da Graduação das Praças 
11097,Perda do Posto e da Patente
11098,"Suspensão do pátrio poder, tutela ou curatela"
11099,Suspensão dos direitos políticos
11100,Anistia
11101,Indulto
11102,Morte do Agente
11103,Prescrição
11104,Reabilitação
11105,Ressarcimento do Dano
11106,Estado de Necessidade
